30 Chest Incline Cable Chest Press,Chest,Cable
30 Chest Incline Cable Fly,Chest,Cable
30 Chest Incline Dumbbell Bench Press,Chest,Dumbbell
30 Chest Incline Dumbbell Fly,Chest,Dumbbell
30 Chest Low-To-High Cable Fly,Chest,Cable
30 Chest Machine Flat Chest Press,Chest,Machine
30 Chest Machine Fly,Chest,Machine
30 Chest Machine Incline Chest Press,Chest,Machine
30 Chest Push-Up,Chest,Body Only
30 Chest Push-Up To Isometric Hold,Chest,Body Only
30 Chest Shoulder-Height Cable Fly,Chest,Cable
30 Chest Smith Machine Chest Press,Chest,Machine
30 Chest Smith Machine Incline Chest Press,Chest,Machine
30 Day Back Barbell Rack Pull,Lower Back,Barbell
30 Decline Press Sit-Up,Abdominals,Other
30 Decline Reverse Crunch,Abdominals,Body Only
30 Flat Bench Leg Raise,Abdominals,Body Only
30 Flutter Kick,Abdominals,Body Only
30 Gorilla Chin Oblique Crunch,Abdominals,Body Only
30 Hanging Leg Raise With Dumbbell,Abdominals,Dumbbell
30 Hanging Oblique Crunch,Abdominals,Body Only
30 Hanging Toes-To-Bar,Abdominals,Body Only
30 Hollow-Body Hold,Abdominals,Body Only
30 Landmine Twist,Abdominals,Body Only
30 Legs Barbell Back Squat,Quadriceps,Barbell
30 Legs Barbell Front Squat,Quadriceps,Barbell
30 Legs Barbell Stiff-Legged Deadlift,Hamstrings,
30 Legs Dumbbell Goblet Squat,Quadriceps,Dumbbell
30 Legs Dumbbell Squat,Quadriceps,Dumbbell
30 Legs Dumbbell Stiff-Legged Deadlift,Hamstrings,Dumbbell
30 Legs Dumbbell Walking Lunge,Hamstrings,
30 Legs Feet-High Leg Press,Quadriceps,Machine
30 Legs Glute-Ham Raise,Glutes,Machine
30 Legs Hip Thrust,Glutes,Body Only
30 Legs Leg Extension,Hamstrings,Machine
30 Legs Leg Press Calf Raise,Quadriceps,Machine
30 Legs Leg Press,Quadriceps,Machine
30 Legs Lying Leg Curl,Quadriceps,Machine
30 Legs Machine Hack Squat,Quadriceps,Machine
30 Legs Seated Calf Raise,Calves,Machine
30 Legs Seated Leg Curl,Hamstrings,Machine
30 Legs Single-Leg Leg Extension,Quadriceps,Machine
30 Legs Single-Leg Leg Press,Quadriceps,Machine
30 Legs Single-Leg Lying Leg Curl,Quadriceps,Machine
30 Legs Smith Machine Split Squat,Quadriceps,Machine
30 Legs Smith Machine Squat,Quadriceps,Machine
30 Legs Standing Calf Raise,Calves,Machine
30 Legs Sumo Deadlift,Hamstrings,Barbell
30 Legs Walking Lunge,Hamstrings,Body Only
30 Medicine Ball Slam,Abdominals,Medicine Ball
30 Seated Twist With PVC Pipe,Abdominals,Other
30 Shoulders Alternating Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Barbell Shrug,Shoulders,Barbell
30 Shoulders Bent-Over Dumbbell Reverse Fly,Shoulders,Dumbbell
30 Shoulders Bent-Over Low Cable Reverse Fly,Shoulders,Cable
30 Shoulders Cable Rope Face Pull,Shoulders,Cable
30 Shoulders Cable Straight-Bar Front Raise,Shoulders,Cable
30 Shoulders Cable Straight-Bar Upright Row,Shoulders,Cable
30 Shoulders Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Dumbbell Lateral Raise,Shoulders,Dumbbell
30 Shoulders Dumbbell Shrug,Shoulders,Dumbbell
30 Shoulders EZ-Bar Front Raise,Shoulders,E-Z Curl Bar
30 Shoulders High Cable Reverse Fly,Shoulders,Cable
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Shoulders,Dumbbell
30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders,Barbell
30 Shoulders Leg Press Shoulder Press,Shoulders,Machine
30 Shoulders Machine Shoulder Press,Shoulders,Machine
30 Shoulders Neutral-Grip Arnold Press,Shoulders,Dumbbell
30 Shoulders Pec-Deck Reverse Fly,Shoulders,Machine
30 Shoulders Plate Front Raise,Shoulders,Other
30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders,Bands
30 Shoulders Seated Dumbbell Front Raise,Shoulders,Dumbbell
30 Shoulders Seated Dumbbell Shoulder Press,Shoulders,Barbell
30 Shoulders Seated Dumbbell Side Raise,Shoulders,Dumbbell
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Shoulders,Cable
30 Shoulders Single-Arm Cable Front Raise,Shoulders,Cable
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Shoulders,Cable
30 Shoulders Smith Machine Behind-The-Head Press,Shoulders,Machine
30 Shoulders Smith Machine Shoulder Press,Shoulders,Machine
30 Shoulders Standing Barbell Press,Shoulders,Barbell
30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders,Barbell
30 Shoulders Standing Dumbbell Upright Row,Shoulders,Dumbbell
30 Shoulder Tap,Abdominals,Body Only
30 Side Plank On Ball,Abdominals,Exercise Ball
30 Spider Crawl,Abdominals,Body Only
30 Standing Plate Twist,Abdominals,
30 Standing Russian Twist,Abdominals,
30 V-Up,Abdominals,Body Only
30 Windshield Wiper,Abdominals,
3/4 sit-up,Abdominals,Body Only
3D dumbbell lunge,Quadriceps,Dumbbell
6 Way Shoulder Raise,Shoulders,Dumbbell
90/90 Hamstring,Hamstrings,Body Only
90-90 Row With External Rotation,Shoulders,
90-degree jump squat,Quadriceps,Body Only
AA Cable Leaning Side Raise,Shoulders,Cable
AA Incline Bench Dumbbell Reverse Fly,Shoulders,Dumbbell
Ab bicycle,Abdominals,Body Only
Ab Crunch Machine,Abdominals,Machine
Abel Negative Hamstring Curl,Abdominals,
Ab Roller,Abdominals,Other
Ab Twist - Gethin Variation,Abdominals,Other
Ab wheel roll-out,Abdominals,Body Only
Ab Wheel Roll-Out - Gethin Variation,Abdominals,Other
ACFT Hand-release push-up,Chest,Body Only
ACFT Hanging leg tuck,Abdominals,Body Only
ACFT Low-handle trap bar deadlift,Lower Back,Other
ACFT Medicine ball overhead power throw,Middle Back,Medicine Ball
ACFT Sprint-drag-carry,Quadriceps,Other
ACFT Superman push-up,Chest,Body Only
ACFT Triple-clap push-up,Chest,Body Only
Active hang from bar,Abdominals,Body Only
Adductor/Groin,Adductors,None
Adductor SMR,Adductors,Foam Roll
Advanced Kettlebell Windmill,Abdominals,Kettlebells
Agility Ladder,Calves,Other
AH Bounding Sprint,Quadriceps,
AH Single-Leg Hop,Quadriceps,
AH Skip Jump,Quadriceps,
AH Stair Burpee,Quadriceps,
AH Stair Grapevine,Abdominals,
Alien Squat,Quadriceps,Body Only
All Fours Quad Stretch,Quadriceps,Body Only
Alligator Crawl,Abdominals,Body Only
Alternate Hammer Curl,Biceps,Dumbbell
Alternate Incline Dumbbell Curl,Biceps,Dumbbell
Alternate Leg Diagonal Bound,Quadriceps,None
Alternating biceps curl,Biceps,Dumbbell
Alternating Cable Shoulder Press,Shoulders,Cable
Alternating Deltoid Raise,Shoulders,Dumbbell
Alternating dumbbell front raise,Shoulders,Dumbbell
Alternating dumbbell snatch,Biceps,Dumbbell
Alternating Exercise Ball Knee Tucks - Gethin Variation,Abdominals,Exercise Ball
Alternating hammer curl,Biceps,Dumbbell
Alternating Hang Clean,Hamstrings,Kettlebells
Alternating hanging knee raise,Abdominals,Body Only
Alternating heel-touch,Abdominals,Body Only
Alternating High Knee Raise,Abdominals,Body Only
Alternating incline dumbbell biceps curl,Biceps,Dumbbell
Alternating Kettlebell Press,Shoulders,Kettlebells
Alternating Kettlebell Row,Middle Back,Kettlebells
Alternating Leg Swing,Hamstrings,Body Only
Alternating lunge jump,Hamstrings,None
Alternating lying leg raise,Abdominals,Body Only
Alternating Single-Leg Curl - Gethin Variation,Quadriceps,Machine
Alternating single-leg sprawl,Abdominals,Body Only
Alternating sit-through with crunch-,Abdominals,Body Only
Alternating sit-through with crunch,Middle Back,Other
Alternating standing glute stretch,Glutes,Body Only
Alternating standing knee-pull stretch,Quadriceps,Body Only
Alternating standing shoulder press,Shoulders,Dumbbell
AM Ab Machine,Abdominals,Machine
AM Ball Crunch,Abdominals,Exercise Ball
AM Barbell Shoulder Press,Shoulders,Barbell
AM Barbell Squat,Quadriceps,Barbell
AM Bar Triceps Push-Down,Triceps,Cable
AM Bodyweight Squat,Quadriceps,Body Only
AM Cable Biceps Curl,Biceps,Cable
AM Cable Crunch,Abdominals,Cable
AM Chest Dips,Chest,Body Only
AM Close-Grip Pull-Down,Lats,Cable
AM Decline Abs,Abdominals,Body Only
AM Dumbbell Bench Press,Chest,Dumbbell
AM Dumbbell Shoulder Press,Shoulders,Dumbbell
AM Dumbbell Side Raise,Shoulders,Dumbbell
AM Flat Bench Barbell Press,Chest,Barbell
AM Front Raise,Shoulders,Dumbbell
AM Hammer Curls,Biceps,Dumbbell
AM Jump Squat,Quadriceps,Body Only
AM Leg Lift,Abdominals,Body Only
AM Leg Press,Quadriceps,Machine
AM Pec Dec,Chest,Machine
AM Pull-Up,Lats,Body Only
AM Rope Triceps Pushdown,Triceps,Cable
AM Seated Hammer Curls,Biceps,Dumbbell
AM Seated Hamstring Curl,Hamstrings,Machine
AM Single Arm Row,Middle Back,Dumbbell
AM Skullcrusher,Triceps,Barbell
AM Standing Barbell Curl,Biceps,Barbell
AM T-Bar Row,Lats,Other
AM Upright Row,Shoulders,Barbell
AM Wide Grip Lat Pull Down,Lats,
AM Wide-Grip Pull-Down,Lats,Cable
Ankle Circles,Calves,None
Anterior Tibialis-SMR,Calves,Other
Arm circle,Shoulders,Body Only
Arms-crossed jump squat,Quadriceps,Body Only
Arnold press,Shoulders,Dumbbell
Around-the-world pull-up,Lats,Other
Around The Worlds,Chest,Dumbbells
Assisted Chin-Up,Lats,Bands
Assisted Single-Arm Chin-Up,Lats,Other
Assisted Single-Arm Pull-Up,Lats,Other
Assist machine triceps push-down,Triceps,Machine
Atlas Stones,Lower Back,Other
Atlas Stone Trainer,Lower Back,Other
Axle Clean And Press,Shoulders,Barbell
Axle Deadlift,Lower Back,Other
Back Extension - Gethin Variation,Lower Back,Body Only
Back extension,Lower Back,Body Only
Back Flyes - Gethin Variation,Lats,Other
Back Flyes - With Bands,Shoulders,Bands
Backward Drag,Quadriceps,Other
Backward Medicine Ball Throw,Shoulders,Medicine Ball
Balance Board,Calves,Other
Ball Hamstring Hat Trick,Hamstrings,Exercise Ball
Band archer pull,Abdominals,
Band-assisted chin-up,Middle Back,Bands
Band-assisted pull-up,Lats,Bands
Band bent-over row,Middle Back,Bands
Band chest fly,Chest,Bands
Band deadlift,Lower Back,Bands
Banded biceps curl in squat position,Biceps,Bands
Banded compass jump squat,Quadriceps,Body Only
Banded crunch,Abdominals,Bands
Banded crunch isometric hold,Abdominals,Bands
Banded dip,Triceps,Body Only
Banded Hammer Press - Gethin Variation,Biceps,Bands
Banded jumping jack,Abdominals,Body Only
Banded jump squat,Quadriceps,Bands
Banded Split Jerk,Quadriceps,Barbell
Banded squat toe tap,Quadriceps,Bands
Band front raise rear fly row combo,Shoulders,Bands
Band front squat,Quadriceps,Bands
Band Good Morning,Hamstrings,
Band good morning-,Lower Back,Bands
Band Good Morning (Pull Through),Hamstrings,Bands
Band Hip Adductions,Adductors,Bands
Band lateral raise,Shoulders,Bands
Band low-to-high twist,Abdominals,Bands
Band overhead squat,Quadriceps,Bands
Band overhead triceps extension,Triceps,Bands
Band overhead triceps press,Triceps,Bands
Band Pull Apart,Shoulders,Bands
Band push-up,Chest,Bands
Band Resisted Dumbbell Row,Lats,Dumbbell
Band-resisted plyometric box squat,Abdominals,
Band roundhouse elbow,Forearms,Bands
Band seated row,Traps,Bands
Band shoulder press,Shoulders,Bands
Band Skull Crusher,Triceps,
Band skullcrusher,Triceps,Bands
Band split squat,Quadriceps,Bands
Band Standing Abductions,Abdominals,
Band standing concentration curl,Biceps,Bands
Band stiff-legged deadlift,Abdominals,
Band straight-arm pull-down,Triceps,Bands
Band-suspended kettlebell bench press,Chest,Bands
Band upright row,Shoulders,Bands
Barbell Ab Roll Out - Gethin Variation,Abdominals,Barbell
Barbell Ab Rollout - On Knees,Abdominals,Barbell
Barbell back squat,Quadriceps,Barbell
Barbell back squat to box,Quadriceps,Barbell
Barbell bear complex,Shoulders,Barbell
Barbell behind-the-back shrug,Traps,Barbell
Barbell Bench Press - Medium Grip,Chest,Barbell
Barbell Bench Press-Wide Grip,Chest,Barbell
Barbell bent-over row,Middle Back,Barbell
Barbell Bulgarian split squat,Quadriceps,Barbell
Barbell curl-,Biceps,Barbell
Barbell Curl,Biceps,Barbell
Barbell Curls Lying Against An Incline,Biceps,Barbell
Barbell deadlift bent-over row complex,Middle Back,Barbell
Barbell Deadlift Bent Row Complex,Middle Back,Barbell
Barbell Deadlift,Hamstrings,Barbell
Barbell deadlift-,Lower Back,Barbell
Barbell deficit deadlift,Lower Back,Barbell
Barbell floor wiper,Abdominals,Body Only
Barbell forehead curl,Biceps,Other
Barbell forward lunge,Quadriceps,Barbell
Barbell Front Raise - Gethin Variation,Shoulders,Barbell
Barbell front raise,Shoulders,Barbell
Barbell front squat,Quadriceps,Barbell
Barbell front squat to back squat,Quadriceps,Barbell
Barbell Front-To-Back Squat,Quadriceps,Barbell
Barbell Full Squat,Quadriceps,Barbell
Barbell glute bridge,Glutes,Barbell
Barbell Good Morning - Gethin Variation,Quadriceps,Barbell
Barbell good morning,Lower Back,Barbell
Barbell Guillotine Bench Press,Chest,Barbell
Barbell hack squat,Quadriceps,Barbell
Barbell Hip Thrust,Glutes,Barbell
Barbell hip thrust-,Glutes,Body Only
Barbell Incline Bench Press Medium-Grip,Chest,Barbell
Barbell Lunge - Gethin Variation,Quadriceps,Barbell
Barbell press sit-up,Abdominals,Other
Barbell pull-over to press,Lats,Barbell
Barbell rear delt bent-over row,Shoulders,Barbell
Barbell reverse lunge,Quadriceps,Barbell
Barbell roll-out,Abdominals,Barbell
Barbell seal row,Middle Back,Barbell
Barbell Seated Calf Raise,Calves,Barbell
Barbell Shoulder Press,Shoulders,Barbell
Barbell shrug,Traps,Barbell
Barbell Side Bend,Abdominals,Barbell
Barbell side split squat,Quadriceps,Barbell
Barbell speed squat,Quadriceps,Barbell
Barbell spider curl,Biceps,Other
Barbell Squat - Gethin Variation,Quadriceps,Barbell
Barbell Squat,Quadriceps,Barbell
Barbell Squat To A Bench,Quadriceps,Barbell
Barbell Squat To A Box,Quadriceps,Other
Barbell squat with plate slide,Quadriceps,Other
Barbell step-down reverse lunge,Quadriceps,Barbell
Barbell step-up,Quadriceps,Barbell
Barbell stiff-legged deadlift,Hamstrings,Barbell
Barbell thruster,Quadriceps,Barbell
Barbell upright row,Shoulders,Barbell
Barbell walking lunge,Quadriceps,Barbell
Bar Push-Up Smith Machine,Chest,Other
Bar shoulder extension stretch,Shoulders,Other
Battle ropes,Shoulders,Other
Bear crawl,Abdominals,Body Only
Bear crawl donkey kick,Quadriceps,Body Only
Bear crawl fire feet,Shoulders,Body Only
Bear crawl hold,Abdominals,Body Only
Bear crawl knee tap,Abdominals,
Bear crawl push-up,Abdominals,Body Only
Bear crawl shoulder tap,Shoulders,Body Only
Bear crawl sled drag,Quadriceps,Other
Bear crawl up-down,Abdominals,Body Only
Behind Head Chest Stretch,Chest,Other
Behind-the-head push-press,Shoulders,Barbell
Behind-the-head skullcrusher,Triceps,Barbell
Behind-The-Neck Pull-Down - Gethin Variation,Lats,Cable
Behind-the-neck pull-down,Lats,Cable
Bench 300 Band Pull Apart,Abdominals,
Bench 300 Barbell Bench Press - Medium Grip,Chest,
Bench 300 Barbell Incline Bench Press Medium-Grip,Chest,
Bench 300 Dumbbell Flyes,Chest,
Bench 300 Parallel Bar Dip,Chest,
Bench 300 pushups,Chest,
Bench 300 Shoulder Dislocation Stretch-Dowel,Chest,
Bench barbell roll-out,Abdominals,Barbell
Bench crunch,Abdominals,Other
Bench Dip - Gethin Variation,Triceps,Body Only
Bench Dips - Gethin Variation,Triceps,Body Only
Bench dip,Triceps,Body Only
Bench mountain climber,Abdominals,Body Only
Bench oblique crunch,Abdominals,Body Only
Bench press,Chest,Barbell
Bench Press - Powerlifting,Triceps,Barbell
Bench Press - With Bands,Chest,Bands
Bench Press with Chains,Triceps,Barbell
Bench Press With Short Bands,Chest,Bands
Bench skip,Quadriceps,Other
Bent-arm barbell pull-over,Lats,Barbell
Bent-arm dumbbell pull-over,Chest,Dumbbell
Bent-knee Copenhagen hip adduction,Abdominals,Body Only
Bent-knee hollow pulse,Abdominals,
Bent-knee reverse crunch,Abdominals,Body Only
Bent-Over Barbell Row - Gethin Variation,Middle Back,Barbell
Bent Over Barbell Row,Middle Back,Barbell
Bent-over dumbbell rear delt fly,Lats,Dumbbell
Bent-over dumbbell rear delt row,Shoulders,Dumbbell
Bent-Over Dumbbell Row - Gethin Variation,Lats,Dumbbell
Bent-over plate rear delt raise,Shoulders,Other
Bent-Over Reverse Cable Fly,Abdominals,Cable
Bent-over scapular slide,Lats,Body Only
Bent-over shoulder rotation,Shoulders,Exercise Ball
Bent Over Shoulder Y,Shoulders,Body Only
Bent Over Two-Arm Long Bar Row,Middle Back,Barbell
Bent Over Two-Dumbbell Row With Palms In,Middle Back,Dumbbell
Bent Press,Abdominals,Kettlebells
BFR cable rope hammer curl,Biceps,Cable
BFR cable rope push-down,Triceps,Cable
BFR overhand straight-bar push-down,Triceps,Cable
BFR underhand straight-bar push-down,Triceps,Cable
Biceps curl to shoulder press,Biceps,Dumbbell
Bicycling,Quadriceps,Other
Bird Dog,Abdominals,
Bird dog-,Abdominals,Body Only
Board bench press,Chest,Barbell
Boat Pose,Abdominals,
Body Triceps Press Using Flat Bench,Triceps,Other
Bodyweight Flyes,Chest,E-Z Curl Bar
Bodyweight Reverse Lunge,Quadriceps,Body Only
Bodyweight Squat - Gethin Variation,Quadriceps,Body Only
Bodyweight squat,Quadriceps,Body Only
Bodyweight Triceps Extension,Abdominals,
Bodyweight triceps press,Triceps,Body Only
Bodyweight Triceps Rope Press,Triceps,Body Only
Bodyweight Walking Lunge - Gethin Variation,Quadriceps,Body Only
Bodyweight Walking Lunge,Quadriceps,Body Only
Bootstrapper squat,Quadriceps,Body Only
Boss Everline 10-Yard Sprints,Hamstrings,Body Only
Boss Everline 30-Second Uphill Sprint,Abdominals,
Boss Everline Backward Lunge Walk,Quadriceps,Body Only
Boss Everline Dumbbell Lunge Jump,Quadriceps,Dumbbell
Boss Everline Lunge Sled Push,Quadriceps,Other
Boss Everline Resistance-Band Pull Sprint,Quadriceps,Bands
Boss Everline Suspension Side Run,Quadriceps,Other
Bosu Ball Cable Crunch With Side Bends,Abdominals,Cable
Bosu Ball Crunch,Abdominals,Bosu Ball
Bosu Ball Push-Up,Chest,Exercise Ball
Bosu Ball Squat,Quadriceps,Exercise Ball
BOSU cross-body crunch,Abdominals,Exercise Ball
BOSU knee tuck,Abdominals,Exercise Ball
Bottoms Up,Abdominals,Body Only
Bottoms-Up Clean From The Hang Position,Forearms,Kettlebells
Bouncing lunge,Quadriceps,Body Only
Box jump,Hamstrings,Other
Box Jump (Multiple Response),Hamstrings,Other
Box Skip,Hamstrings,Other
Box Squat with Bands,Quadriceps,Barbell
Box Squat with Chains,Quadriceps,Barbell
Brachialis SMR,Biceps,Foam Roll
Bradford/Rocky Presses,Shoulders,Barbell
Broad jump,Quadriceps,Body Only
Bryant Wrist Curl,Forearms,Other
Burpee-,Abdominals,
Burpee box jump,Quadriceps,Body Only
Burpee Box-Jumps,Quadriceps,Other
Burpee over barbell,Quadriceps,Other
Burpee over kettlebell,Abdominals,Kettlebells
Burpee,Quadriceps,Body Only
Burpee to pull-up,Lats,Body Only
Burpee tuck jump,Quadriceps,Body Only
Butterfly,Chest,Machine
Butterfly crunch,Abdominals,Body Only
Butt Kicks,Quadriceps,Body Weight
Butt-Ups,Abdominals,Body Only
Cable 90-Degree External Rotation,Abdominals,
Cable Chest Press,Chest,Cable
Cable cross-over,Chest,Cable
Cable Crossover,Chest,Cable
Cable Cross-Over - Gethin Variation,Chest,Cable
Cable Deadlifts,Quadriceps,Cable
Cable EZ-Bar Preacher Curl - Gethin Variation,Biceps,Cable
Cable Hip Adduction,Quadriceps,Cable
Cable Incline Pushdown,Lats,Cable Machine
Cable Internal Rotation,Shoulders,Cable
Cable Judo Flip,Abdominals,Cable
Cable lying twist on ball,Abdominals,Cable
Cable Outward-Facing Biceps Curl,Abdominals,
Cable Overhead Triceps Extension - Gethin Variation,Triceps,Cable
Cable overhead triceps extension,Triceps,Cable
Cable Rear Delt Fly - Gethin Variation,Shoulders,Cable
Cable reverse crunch,Abdominals,Cable
Cable rope hammer curl,Biceps,Cable
Cable rope preacher hammer curl,Biceps,Cable
Cable rope pull-through deadlift,Glutes,Cable
Cable rope push-down,Triceps,Cable
Cable Russian Twists,Abdominals,Cable
Cable Seated Crunch,Abdominals,Cable
Cable Seated Lateral Raise,Shoulders,Cable
Cable seated row,Shoulders,Cable
Cable Shoulder Press,Shoulders,Cable
Cable shrug,Traps,Cable
Cable Single-Leg Stiff-Legged Curl - Gethin Variation,Abdominals,
Cable stiff-legged deadlift,Lower Back,Cable
Cable Straight-Arm Pulldown - Gethin Variation,Lats,Cable
Cable straight-bar biceps curl,Biceps,Cable
Cable straight-bar push-down,Triceps,Cable
Cable straight-bar upright row,Traps,Cable
Cable Triceps Extension - Gethin Variation,Triceps,Cable
Cable V-bar push-down,Triceps,Cable
Cable Wrist Curl,Forearms,Cable
Calf-Machine Shoulder Shrug,Traps,Machine
Calf Press,Calves,Machine
Calf Press On A Hack Squat Machine - Gethin Variation,Calves,Machine
Calf Press On The Leg Press Machine,Calves,Machine
Calf Raise On A Dumbbell,Calves,Dumbbell
Calf Raises - With Bands,Calves,Bands
Calf SMR,Calves,Foam Roll
Calf Stretch Elbows Against Wall,Calves,None
Captain's chair knee raise,Abdominals,Other
Captain's chair leg raise,Abdominals,Other
Car Deadlift,Quadriceps,Other
Car driver,Shoulders,Other
Carioca quick step,Adductors,Body Only
Catch and Overhead Throw,Lats,Medicine Ball
Cat-cow,Abdominals,Body Only
Cat Stretch,Lower Back,None
Chain Handle Extension,Triceps,Other
Chain Press,Chest,Other
Chair Leg Extended Stretch,Hamstrings,Other
Chair Lower Back Stretch,Lats,None
Chair Upper Body Stretch,Shoulders,Other
Chest dip,Chest,Other
Chest Push from 3 point stance,Chest,Medicine Ball
